"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30027","Пользователь может воспользоваться повторным поиском","chromium","Thu Jan 30 01:27:47 GMT 2025","broken","Thu Jan 30 01:28:17 GMT 2025","","search.test.js","",""
