"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30012","Пользователь может воспользоваться повторным поиском","chromium","Wed Jul 02 01:58:28 GMT 2025","broken","Wed Jul 02 01:58:58 GMT 2025","","search.test.js","",""
